Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Parent in Telemark,Employees,Org. nr._str
Rebus vestre østland AS,918205640,912700968,,Underenhet,,,,,Trondheim,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Porsgrunn,False,0.0,918205640
Urkraft nor as avd skåtøy,922218919,922185042,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Kragerø,False,0.0,922218919
Driv eiendomsforvaltning as avd grenland,934954556,921593511,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Skien,False,0.0,934954556
Herkules,972346764,988767654,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Skien,False,0.0,972346764
Down town,979559399,988767654,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Porsgrunn,False,0.0,979559399
Alti Kragerø AS,992012552,992001526,,Underenhet,,,,,Surnadal,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Kragerø,False,0.0,992012552
Byggmester per simen olsen AS,998464331,821775922,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.32,Eiendomsforvaltning på oppdrag,,,,,BEDR,Bamble,False,0.0,998464331
Ernst & young tax as avd Porsgrunn,835002802,931041029,,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,69.1,Juridisk tjenesteyting,,,,,BEDR,Porsgrunn,False,0.0,835002802
Juristhjelpen sharma,932601796,932598833,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.1,Juridisk tjenesteyting,,,,,BEDR,Skien,False,0.0,932601796
Bdo advokater as avd Skien,936557899,996798577,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.1,Juridisk tjenesteyting,,,,,BEDR,Skien,False,0.0,936557899
Ernst & young as avd Kragerø,973076744,976389387,,Underenhet,,,,,Kragerø,Underenhet til næringsdrivende og offentlig forvaltning,69.201,Revisjon,,,,,BEDR,Kragerø,False,0.0,973076744
Knut h haugstøyl,977938813,869223832,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.201,Revisjon,,,,,BEDR,Nissedal,False,0.0,977938813
Aider as avd rjukan,833609572,922633452,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Tinn,False,0.0,833609572
Aider as avd Kviteseid,834880792,922633452,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Kviteseid,False,0.0,834880792
Azets insight as avd grenland - rjukan,834895722,983338917,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Tinn,False,0.0,834895722
Calculus AS,917347530,917289093,,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,False,0.0,917347530
Ressurs regnskap as avd Kragerø,924751568,917446083,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Kragerø,False,0.0,924751568
Wærp regnskap as avd rjukan,932471639,917894558,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Tinn,False,0.0,932471639
Admento as avd Skien,985188696,989176013,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Skien,False,0.0,985188696
Saga regnskap og rådgivning as avd Porsgrunn,988831867,939725709,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,False,0.0,988831867
Mjo1 limited nuf,896328522,996284255,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,70.2,Bedriftsrådgivning og annen administrativ rådgivning,,,,,BEDR,Skien,False,0.0,896328522
Goodmove AS,914031974,989112740,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,70.2,Bedriftsrådgivning og annen administrativ rådgivning,,,,,BEDR,Porsgrunn,False,0.0,914031974
Malmhella maritim AS,920001793,926782657,,Underenhet,,,,,Drammen,Underenhet til næringsdrivende og offentlig forvaltning,70.2,Bedriftsrådgivning og annen administrativ rådgivning,,,,,BEDR,Kragerø,False,0.0,920001793
Behner as avd Skien,935568048,917895112,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,70.2,Bedriftsrådgivning og annen administrativ rådgivning,,,,,BEDR,Skien,False,0.0,935568048
Sweco Norge as Notodden,933307980,967032271,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.121,Byggeteknisk konsulentvirksomhet,,,,,BEDR,Notodden,False,0.0,933307980
Fosse dag dødsbo,978549888,970550984,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.121,Byggeteknisk konsulentvirksomhet,,,,,BEDR,Nome,False,0.0,978549888
Tiepoint as avd Skien,929327829,928795098,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.123,Utarbeidelse av kart og oppmåling,,,,,BEDR,Skien,False,0.0,929327829
Nordisk energikontroll Telemark as avdeling prosgrunn,921234619,976724321,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Porsgrunn,False,0.0,921234619
Kragerø idé og produkt knut-roald tallaksen,924674245,924611499,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Kragerø,False,0.0,924674245
Nordisk grundteknik ab nuf,924882980,990150788,,Underenhet,,,,,,Underenhet til ikke-næringsdrivende,71.129,Annen teknisk konsulentvirksomhet,,,,,AAFY,Skien,False,0.0,924882980
Inline-test as avd Skien,926757024,919885092,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,False,0.0,926757024
Multiconsult Norge as avd Skien leirvollen,973102362,918836519,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,False,0.0,973102362
Envidan as avd grenland,997910060,927269287,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,False,0.0,997910060
Ikm inspection as avd Telemark,832984612,948278324,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Porsgrunn,False,0.0,832984612
Aider as avd grasp labs,922767343,922633452,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Skien,False,0.0,922767343
Kinera coating AS,911870436,811863882,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,72.1,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,,,,,BEDR,Porsgrunn,False,0.0,911870436
Amedia innholdsbyrå as avd Skien,921068441,920412203,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,73.11,Reklamebyråvirksomhet,,,,,BEDR,Skien,False,0.0,921068441
Norsep AS,920174612,916263333,,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,74.11,"Industri-, produkt- og motedesignvirksomhet",,,,,BEDR,Porsgrunn,False,0.0,920174612
Bh trading AS,930940666,930666823,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,74.11,"Industri-, produkt- og motedesignvirksomhet",,,,,BEDR,Kragerø,False,0.0,930940666
Muse AS,929549236,929958195,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,74.12,Grafisk design og visuell kommunikasjonsdesign,,,,,BEDR,Notodden,False,0.0,929549236
Avia performance AS,913674960,913569555,,Underenhet,,,,,Nome,Underenhet til næringsdrivende og offentlig forvaltning,74.2,Fotografvirksomhet,,,,,BEDR,Porsgrunn,False,0.0,913674960
Julie johansen dødsbo,931144235,930848115,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,74.99,"All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",,,,,BEDR,Skien,False,0.0,931144235
Empet kloster hesteklinikk,935693519,991876162,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,75.0,Veterinærtjenester,,,,,BEDR,Skien,False,0.0,935693519
Vetxl Skien,935922453,994773585,,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,75.0,Veterinærtjenester,,,,,BEDR,Skien,False,0.0,935922453
Anicura Skien dyreklinikk,971914173,911627604,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,75.0,Veterinærtjenester,,,,,BEDR,Skien,False,0.0,971914173
Venture stavanger AS,932436426,832399272,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,77.21,Utleie og leasing av sports- og fritidsutstyr,,,,,BEDR,Skien,False,0.0,932436426
Cramo as Porsgrunn,995206498,948334534,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,77.32,Utleie og leasing av bygge- og anleggsmaskiner og -utstyr,,,,,BEDR,Porsgrunn,False,0.0,995206498
Kaderia AS,929895053,811614262,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.1,Rekruttering og formidling av arbeidskraft,,,,,BEDR,Kragerø,False,0.0,929895053
Pec AS,916216335,916181302,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Bamble,False,0.0,916216335
Securitas services as services Vestfold Telemark agder,928201805,935997739,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Skien,False,0.0,928201805
Vigeland personal øst as avd rjukan,928321630,988012432,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Tinn,False,0.0,928321630
Vikar house as avd Vinje,934912632,991763961,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Vinje,False,0.0,934912632
Vikar house as avd Tokke,934912659,991763961,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Tokke,False,0.0,934912659
Vikar house as avd Kviteseid,935632528,991763961,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Kviteseid,False,0.0,935632528
Personalhuset service management as avd Vestfold,984088604,913641590,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,False,0.0,984088604
Adecco Norge as avd bygg & industri grenland,984793286,935333156,,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,False,0.0,984793286
Adecco group Norway as avd kongsberg,988716766,987794666,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Notodden,False,0.0,988716766
Adecco group Norway as avd grenland,988716863,987794666,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Skien,False,0.0,988716863
Manpower staffing services as avd Telemark,990315159,982299152,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,False,0.0,990315159
Adecco Norge as avd Notodden,991205144,935333156,,Underenhet,,,,,Notodden,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Notodden,False,0.0,991205144
Adecco solutions as avd Notodden,996503003,959934924,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Notodden,False,0.0,996503003
Adecco solutions as avd bygg & industri grenland,996503887,959934924,,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,False,0.0,996503887
Balkan mood,912639916,911648768,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,79.11,Reisebyråvirksomhet,,,,,BEDR,Notodden,False,0.0,912639916
Clausen active,929712536,929403509,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,79.902,Guide- og reiseledervirksomhet,,,,,BEDR,Midt-Telemark,False,0.0,929712536
Thorup tours,929712579,929403517,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,79.902,Guide- og reiseledervirksomhet,,,,,BEDR,Midt-Telemark,False,0.0,929712579
Team security as avd Porsgrunn,913656571,991469028,,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,80.01,Etterforskningstjenester og private vakttjenester,,,,,BEDR,Porsgrunn,False,0.0,913656571
Sa salg as avd porsgrunn/skien,915943381,993049166,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,80.09,Vakttjenester ikke nevnt annet sted,,,,,BEDR,Skien,False,0.0,915943381
Sector alarm drift as avd porsgrunn/skien,915943993,915453597,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,80.09,Vakttjenester ikke nevnt annet sted,,,,,BEDR,Skien,False,0.0,915943993
Avarn security as avd Telemark,933409503,943184097,,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,80.09,Vakttjenester ikke nevnt annet sted,,,,,BEDR,Skien,False,0.0,933409503
Statsbygg sør frogner hovedgård Skien,914378184,971278374,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Skien,False,0.0,914378184
Iss facility services as eiendomsdivisjonen Porsgrunn,922831246,914791723,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Porsgrunn,False,0.0,922831246
Gt hytteservice AS,931264427,931250329,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Tinn,False,0.0,931264427
Statsbygg sør høgskolen i Telemark bø,982588405,971278374,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Midt-Telemark,False,0.0,982588405
Statsbygg sør høgskolen i Telemark Notodden,982589363,971278374,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Notodden,False,0.0,982589363
Statsbygg sør Telemark fengsel Skien,995900246,971278374,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Skien,False,0.0,995900246
Renex servicepartner as avd rjukan,835815072,820608372,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Tinn,False,0.0,835815072
Enas renhold AS,931796380,831694432,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Porsgrunn,False,0.0,931796380
Iss facility services as avd renhold Notodden,982106885,914791723,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Notodden,False,0.0,982106885
Iss management as avd Porsgrunn,992132345,992097841,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Porsgrunn,False,0.0,992132345
Iss service management as avd renhold rjukan,992240849,931620207,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Tinn,False,0.0,992240849
Salesgarden as avd Porsgrunn,931930222,990115206,,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,82.2,Telefonvakttjenester og telefonsalg,,,,,BEDR,Porsgrunn,False,0.0,931930222
Teleperformance Norge as hovedkontor,974158124,967682535,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,82.2,Telefonvakttjenester og telefonsalg,,,,,BEDR,Notodden,False,0.0,974158124
Kravia Skien,911682958,911611163,,Underenhet,,,,,Trondheim,Underenhet til næringsdrivende og offentlig forvaltning,82.91,Inkasso- og kredittopplysningsvirksomhet,,,,,BEDR,Skien,False,0.0,911682958
Intrum as avd bø,914569850,835302202,,Underenhet,,,,,Midt-Telemark,Underenhet til næringsdrivende og offentlig forvaltning,82.91,Inkasso- og kredittopplysningsvirksomhet,,,,,BEDR,Midt-Telemark,False,0.0,914569850
Oflow as avd Skien,931715186,918041192,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,82.91,Inkasso- og kredittopplysningsvirksomhet,,,,,BEDR,Skien,False,0.0,931715186
Tolletaten grenland,974730529,974761343,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,84.11,Generell offentlig administrasjon,,,,,BEDR,Porsgrunn,False,0.0,974730529
Arbeids- og velferdsdirektoratet avd heddalsvegen 28b Notodden,832715212,889640782,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,84.12,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",,,,,BEDR,Notodden,False,0.0,832715212
Arbeids- og velferdsdirektoratet avd rådhusgata 2 Skien,931561901,889640782,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,84.12,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",,,,,BEDR,Skien,False,0.0,931561901
