Nivå,Geografisk enhet,Arbeidsmarkedsstatus,Kjønn,Antall personer,Andel av arbeidsstyrken,Dato
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,31,0.01,2024-01-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,30,0.008,2024-01-01
Telemark kommuner,Bamble,Delvis ledige,Begge kjønn,81,0.012,2024-01-01
Telemark kommuner,Bamble,Delvis ledige,Kvinner,38,0.012,2024-01-01
Telemark kommuner,Bamble,Delvis ledige,Menn,43,0.012,2024-01-01
Telemark kommuner,Bamble,Helt ledige,Begge kjønn,184,0.027,2024-01-01
Telemark kommuner,Bamble,Helt ledige,Kvinner,70,0.022,2024-01-01
Telemark kommuner,Bamble,Helt ledige,Menn,114,0.031,2024-01-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,8,0.004,2024-01-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,4,0.004,2024-01-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,4,0.004,2024-01-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,18,0.009,2024-01-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,9,0.01,2024-01-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,9,0.009,2024-01-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,33,0.017,2024-01-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,12,0.013,2024-01-01
Telemark kommuner,Drangedal,Helt ledige,Menn,21,0.02,2024-01-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.005,2024-01-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.007,2024-01-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,0,0.003,2024-01-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,5,0.008,2024-01-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,0,0.0,2024-01-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,5,0.015,2024-01-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,5,0.008,2024-01-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,0,0.007,2024-01-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,0,0.009,2024-01-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.004,2024-01-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2024-01-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.005,2024-01-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,7,0.009,2024-01-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,0,0.008,2024-01-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,4,0.009,2024-01-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,24,0.03,2024-01-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,15,0.04,2024-01-01
Telemark kommuner,Hjartdal,Helt ledige,Menn,9,0.021,2024-01-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Begge kjønn,46,0.01,2024-01-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Kvinner,21,0.009,2024-01-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Menn,25,0.01,2024-01-01
Telemark kommuner,Kragerø,Delvis ledige,Begge kjønn,54,0.011,2024-01-01
Telemark kommuner,Kragerø,Delvis ledige,Kvinner,32,0.014,2024-01-01
Telemark kommuner,Kragerø,Delvis ledige,Menn,22,0.009,2024-01-01
Telemark kommuner,Kragerø,Helt ledige,Begge kjønn,119,0.025,2024-01-01
Telemark kommuner,Kragerø,Helt ledige,Kvinner,32,0.014,2024-01-01
Telemark kommuner,Kragerø,Helt ledige,Menn,87,0.034,2024-01-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Begge kjønn,5,0.004,2024-01-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Kvinner,0,0.002,2024-01-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Menn,4,0.006,2024-01-01
Telemark kommuner,Kviteseid,Delvis ledige,Begge kjønn,5,0.004,2024-01-01
Telemark kommuner,Kviteseid,Delvis ledige,Kvinner,0,0.002,2024-01-01
Telemark kommuner,Kviteseid,Delvis ledige,Menn,4,0.006,2024-01-01
Telemark kommuner,Kviteseid,Helt ledige,Begge kjønn,16,0.013,2024-01-01
Telemark kommuner,Kviteseid,Helt ledige,Kvinner,5,0.009,2024-01-01
Telemark kommuner,Kviteseid,Helt ledige,Menn,11,0.016,2024-01-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Begge kjønn,41,0.008,2024-01-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Kvinner,17,0.007,2024-01-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Menn,24,0.009,2024-01-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Begge kjønn,39,0.008,2024-01-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Kvinner,18,0.007,2024-01-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Menn,21,0.008,2024-01-01
Telemark kommuner,Midt-Telemark,Helt ledige,Begge kjønn,148,0.029,2024-01-01
Telemark kommuner,Midt-Telemark,Helt ledige,Kvinner,68,0.028,2024-01-01
Telemark kommuner,Midt-Telemark,Helt ledige,Menn,80,0.029,2024-01-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Begge kjønn,4,0.006,2024-01-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Menn,4,0.01,2024-01-01
Telemark kommuner,Nissedal,Delvis ledige,Begge kjønn,0,0.003,2024-01-01
Telemark kommuner,Nissedal,Delvis ledige,Kvinner,0,0.0,2024-01-01
Telemark kommuner,Nissedal,Delvis ledige,Menn,0,0.005,2024-01-01
Telemark kommuner,Nissedal,Helt ledige,Begge kjønn,14,0.02,2024-01-01
Telemark kommuner,Nissedal,Helt ledige,Kvinner,4,0.012,2024-01-01
Telemark kommuner,Nissedal,Helt ledige,Menn,10,0.025,2024-01-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Begge kjønn,26,0.008,2024-01-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Kvinner,13,0.009,2024-01-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Menn,13,0.008,2024-01-01
Telemark kommuner,Nome,Delvis ledige,Begge kjønn,39,0.013,2024-01-01
Telemark kommuner,Nome,Delvis ledige,Kvinner,12,0.008,2024-01-01
Telemark kommuner,Nome,Delvis ledige,Menn,27,0.016,2024-01-01
Telemark kommuner,Nome,Helt ledige,Begge kjønn,83,0.027,2024-01-01
Telemark kommuner,Nome,Helt ledige,Kvinner,30,0.02,2024-01-01
Telemark kommuner,Nome,Helt ledige,Menn,53,0.032,2024-01-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Begge kjønn,37,0.006,2024-01-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Kvinner,16,0.005,2024-01-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Menn,21,0.006,2024-01-01
Telemark kommuner,Notodden,Delvis ledige,Begge kjønn,54,0.008,2024-01-01
Telemark kommuner,Notodden,Delvis ledige,Kvinner,30,0.01,2024-01-01
Telemark kommuner,Notodden,Delvis ledige,Menn,24,0.007,2024-01-01
Telemark kommuner,Notodden,Helt ledige,Begge kjønn,163,0.026,2024-01-01
Telemark kommuner,Notodden,Helt ledige,Kvinner,62,0.021,2024-01-01
Telemark kommuner,Notodden,Helt ledige,Menn,101,0.03,2024-01-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Begge kjønn,113,0.006,2024-01-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Kvinner,57,0.007,2024-01-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Menn,56,0.006,2024-01-01
Telemark kommuner,Porsgrunn,Delvis ledige,Begge kjønn,191,0.01,2024-01-01
Telemark kommuner,Porsgrunn,Delvis ledige,Kvinner,99,0.011,2024-01-01
Telemark kommuner,Porsgrunn,Delvis ledige,Menn,92,0.009,2024-01-01
Telemark kommuner,Porsgrunn,Helt ledige,Begge kjønn,536,0.029,2024-01-01
Telemark kommuner,Porsgrunn,Helt ledige,Kvinner,176,0.02,2024-01-01
Telemark kommuner,Porsgrunn,Helt ledige,Menn,360,0.037,2024-01-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Begge kjønn,6,0.004,2024-01-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Kvinner,5,0.007,2024-01-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Menn,0,0.001,2024-01-01
Telemark kommuner,Seljord,Delvis ledige,Begge kjønn,11,0.008,2024-01-01
Telemark kommuner,Seljord,Delvis ledige,Kvinner,6,0.009,2024-01-01
Telemark kommuner,Seljord,Delvis ledige,Menn,5,0.006,2024-01-01
Telemark kommuner,Seljord,Helt ledige,Begge kjønn,22,0.015,2024-01-01
Telemark kommuner,Seljord,Helt ledige,Kvinner,10,0.015,2024-01-01
Telemark kommuner,Seljord,Helt ledige,Menn,12,0.015,2024-01-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Begge kjønn,5,0.004,2024-01-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Kvinner,0,0.005,2024-01-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Menn,0,0.003,2024-01-01
Telemark kommuner,Siljan,Delvis ledige,Begge kjønn,10,0.008,2024-01-01
Telemark kommuner,Siljan,Delvis ledige,Kvinner,7,0.013,2024-01-01
Telemark kommuner,Siljan,Delvis ledige,Menn,0,0.004,2024-01-01
Telemark kommuner,Siljan,Helt ledige,Begge kjønn,28,0.023,2024-01-01
Telemark kommuner,Siljan,Helt ledige,Kvinner,13,0.024,2024-01-01
Telemark kommuner,Siljan,Helt ledige,Menn,15,0.022,2024-01-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Begge kjønn,154,0.006,2024-01-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Kvinner,69,0.005,2024-01-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Menn,85,0.006,2024-01-01
Telemark kommuner,Skien,Delvis ledige,Begge kjønn,302,0.011,2024-01-01
Telemark kommuner,Skien,Delvis ledige,Kvinner,135,0.01,2024-01-01
Telemark kommuner,Skien,Delvis ledige,Menn,167,0.012,2024-01-01
Telemark kommuner,Skien,Helt ledige,Begge kjønn,807,0.029,2024-01-01
Telemark kommuner,Skien,Helt ledige,Kvinner,285,0.022,2024-01-01
Telemark kommuner,Skien,Helt ledige,Menn,522,0.036,2024-01-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Begge kjønn,19,0.007,2024-01-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Kvinner,9,0.007,2024-01-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Menn,10,0.007,2024-01-01
Telemark kommuner,Tinn,Delvis ledige,Begge kjønn,25,0.009,2024-01-01
Telemark kommuner,Tinn,Delvis ledige,Kvinner,11,0.008,2024-01-01
Telemark kommuner,Tinn,Delvis ledige,Menn,14,0.009,2024-01-01
Telemark kommuner,Tinn,Helt ledige,Begge kjønn,56,0.02,2024-01-01
Telemark kommuner,Tinn,Helt ledige,Kvinner,24,0.018,2024-01-01
Telemark kommuner,Tinn,Helt ledige,Menn,32,0.021,2024-01-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Begge kjønn,0,0.003,2024-01-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Kvinner,0,0.004,2024-01-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Menn,0,0.002,2024-01-01
Telemark kommuner,Tokke,Delvis ledige,Begge kjønn,5,0.004,2024-01-01
Telemark kommuner,Tokke,Delvis ledige,Kvinner,0,0.002,2024-01-01
Telemark kommuner,Tokke,Delvis ledige,Menn,4,0.007,2024-01-01
Telemark kommuner,Tokke,Helt ledige,Begge kjønn,17,0.015,2024-01-01
Telemark kommuner,Tokke,Helt ledige,Kvinner,8,0.015,2024-01-01
Telemark kommuner,Tokke,Helt ledige,Menn,9,0.015,2024-01-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Begge kjønn,8,0.004,2024-01-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Kvinner,4,0.004,2024-01-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Menn,4,0.004,2024-01-01
Telemark kommuner,Vinje,Delvis ledige,Begge kjønn,10,0.005,2024-01-01
Telemark kommuner,Vinje,Delvis ledige,Kvinner,5,0.005,2024-01-01
Telemark kommuner,Vinje,Delvis ledige,Menn,5,0.005,2024-01-01
Telemark kommuner,Vinje,Helt ledige,Begge kjønn,32,0.016,2024-01-01
Telemark kommuner,Vinje,Helt ledige,Kvinner,18,0.019,2024-01-01
Telemark kommuner,Vinje,Helt ledige,Menn,14,0.013,2024-01-01
Fylker,Agder,Arbeidssøkere på tiltak,Begge kjønn,1157,0.007,2024-02-01
Fylker,Agder,Arbeidssøkere på tiltak,Kvinner,572,0.008,2024-02-01
Fylker,Agder,Arbeidssøkere på tiltak,Menn,585,0.007,2024-02-01
Fylker,Agder,Delvis ledige,Begge kjønn,1451,0.009,2024-02-01
Fylker,Agder,Delvis ledige,Kvinner,689,0.009,2024-02-01
Fylker,Agder,Delvis ledige,Menn,762,0.009,2024-02-01
Fylker,Agder,Helt ledige,Begge kjønn,3466,0.022,2024-02-01
Fylker,Agder,Helt ledige,Kvinner,1324,0.018,2024-02-01
Fylker,Agder,Helt ledige,Menn,2142,0.026,2024-02-01
Fylker,Akershus,Arbeidssøkere på tiltak,Begge kjønn,1790,0.005,2024-02-01
Fylker,Akershus,Arbeidssøkere på tiltak,Kvinner,992,0.005,2024-02-01
Fylker,Akershus,Arbeidssøkere på tiltak,Menn,798,0.004,2024-02-01
Fylker,Akershus,Delvis ledige,Begge kjønn,2973,0.008,2024-02-01
Fylker,Akershus,Delvis ledige,Kvinner,1429,0.008,2024-02-01
Fylker,Akershus,Delvis ledige,Menn,1544,0.008,2024-02-01
Fylker,Akershus,Helt ledige,Begge kjønn,8923,0.023,2024-02-01
Fylker,Akershus,Helt ledige,Kvinner,3420,0.019,2024-02-01
Fylker,Akershus,Helt ledige,Menn,5503,0.027,2024-02-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Begge kjønn,756,0.005,2024-02-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Kvinner,422,0.007,2024-02-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Menn,334,0.005,2024-02-01
Fylker,Buskerud,Delvis ledige,Begge kjønn,1162,0.008,2024-02-01
Fylker,Buskerud,Delvis ledige,Kvinner,588,0.009,2024-02-01
Fylker,Buskerud,Delvis ledige,Menn,574,0.008,2024-02-01
Fylker,Buskerud,Helt ledige,Begge kjønn,3210,0.023,2024-02-01
Fylker,Buskerud,Helt ledige,Kvinner,1124,0.017,2024-02-01
Fylker,Buskerud,Helt ledige,Menn,2086,0.028,2024-02-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Begge kjønn,224,0.006,2024-02-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Kvinner,107,0.006,2024-02-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Menn,117,0.006,2024-02-01
Fylker,Finnmark,Delvis ledige,Begge kjønn,625,0.016,2024-02-01
Fylker,Finnmark,Delvis ledige,Kvinner,290,0.016,2024-02-01
Fylker,Finnmark,Delvis ledige,Menn,335,0.016,2024-02-01
Fylker,Finnmark,Helt ledige,Begge kjønn,974,0.025,2024-02-01
Fylker,Finnmark,Helt ledige,Kvinner,308,0.017,2024-02-01
Fylker,Finnmark,Helt ledige,Menn,666,0.032,2024-02-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Begge kjønn,969,0.005,2024-02-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Kvinner,502,0.006,2024-02-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Menn,467,0.005,2024-02-01
Fylker,Innlandet,Delvis ledige,Begge kjønn,1639,0.009,2024-02-01
Fylker,Innlandet,Delvis ledige,Kvinner,768,0.009,2024-02-01
Fylker,Innlandet,Delvis ledige,Menn,871,0.009,2024-02-01
Fylker,Innlandet,Helt ledige,Begge kjønn,3480,0.019,2024-02-01
Fylker,Innlandet,Helt ledige,Kvinner,1246,0.014,2024-02-01
Fylker,Innlandet,Helt ledige,Menn,2234,0.022,2024-02-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Begge kjønn,718,0.005,2024-02-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Kvinner,380,0.006,2024-02-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Menn,338,0.005,2024-02-01
Fylker,Møre og Romsdal,Delvis ledige,Begge kjønn,1191,0.009,2024-02-01
Fylker,Møre og Romsdal,Delvis ledige,Kvinner,600,0.009,2024-02-01
Fylker,Møre og Romsdal,Delvis ledige,Menn,591,0.008,2024-02-01
Fylker,Møre og Romsdal,Helt ledige,Begge kjønn,2588,0.019,2024-02-01
Fylker,Møre og Romsdal,Helt ledige,Kvinner,881,0.014,2024-02-01
Fylker,Møre og Romsdal,Helt ledige,Menn,1707,0.023,2024-02-01
Fylker,Nordland,Arbeidssøkere på tiltak,Begge kjønn,651,0.005,2024-02-01
Fylker,Nordland,Arbeidssøkere på tiltak,Kvinner,315,0.005,2024-02-01
Fylker,Nordland,Arbeidssøkere på tiltak,Menn,336,0.005,2024-02-01
Fylker,Nordland,Delvis ledige,Begge kjønn,959,0.008,2024-02-01
Fylker,Nordland,Delvis ledige,Kvinner,438,0.008,2024-02-01
Fylker,Nordland,Delvis ledige,Menn,521,0.008,2024-02-01
Fylker,Nordland,Helt ledige,Begge kjønn,2072,0.017,2024-02-01
Fylker,Nordland,Helt ledige,Kvinner,693,0.012,2024-02-01
Fylker,Nordland,Helt ledige,Menn,1379,0.021,2024-02-01
Fylker,Oslo,Arbeidssøkere på tiltak,Begge kjønn,1887,0.005,2024-02-01
Fylker,Oslo,Arbeidssøkere på tiltak,Kvinner,1082,0.005,2024-02-01
Fylker,Oslo,Arbeidssøkere på tiltak,Menn,805,0.004,2024-02-01
Fylker,Oslo,Delvis ledige,Begge kjønn,3526,0.009,2024-02-01
Fylker,Oslo,Delvis ledige,Kvinner,1677,0.008,2024-02-01
Fylker,Oslo,Delvis ledige,Menn,1849,0.009,2024-02-01
Fylker,Oslo,Helt ledige,Begge kjønn,10752,0.026,2024-02-01
Fylker,Oslo,Helt ledige,Kvinner,4360,0.022,2024-02-01
Fylker,Oslo,Helt ledige,Menn,6392,0.03,2024-02-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Begge kjønn,1227,0.005,2024-02-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Kvinner,689,0.006,2024-02-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Menn,538,0.004,2024-02-01
Fylker,Rogaland,Delvis ledige,Begge kjønn,1775,0.007,2024-02-01
Fylker,Rogaland,Delvis ledige,Kvinner,910,0.007,2024-02-01
Fylker,Rogaland,Delvis ledige,Menn,865,0.006,2024-02-01
Fylker,Rogaland,Helt ledige,Begge kjønn,4813,0.018,2024-02-01
Fylker,Rogaland,Helt ledige,Kvinner,2071,0.017,2024-02-01
Fylker,Rogaland,Helt ledige,Menn,2742,0.02,2024-02-01
Fylker,Telemark,Arbeidssøkere på tiltak,Begge kjønn,655,0.008,2024-02-01
Fylker,Telemark,Arbeidssøkere på tiltak,Kvinner,317,0.008,2024-02-01
Fylker,Telemark,Arbeidssøkere på tiltak,Menn,338,0.007,2024-02-01
Fylker,Telemark,Delvis ledige,Begge kjønn,892,0.01,2024-02-01
Fylker,Telemark,Delvis ledige,Kvinner,429,0.011,2024-02-01
Fylker,Telemark,Delvis ledige,Menn,463,0.01,2024-02-01
Fylker,Telemark,Helt ledige,Begge kjønn,2128,0.025,2024-02-01
Fylker,Telemark,Helt ledige,Kvinner,748,0.018,2024-02-01
Fylker,Telemark,Helt ledige,Menn,1380,0.03,2024-02-01
Fylker,Troms ,Arbeidssøkere på tiltak,Begge kjønn,293,0.003,2024-02-01
Fylker,Troms ,Arbeidssøkere på tiltak,Kvinner,135,0.003,2024-02-01
Fylker,Troms ,Arbeidssøkere på tiltak,Menn,158,0.003,2024-02-01
Fylker,Troms ,Delvis ledige,Begge kjønn,558,0.006,2024-02-01
Fylker,Troms ,Delvis ledige,Kvinner,248,0.006,2024-02-01
Fylker,Troms ,Delvis ledige,Menn,310,0.007,2024-02-01
Fylker,Troms ,Helt ledige,Begge kjønn,1317,0.015,2024-02-01
Fylker,Troms ,Helt ledige,Kvinner,415,0.01,2024-02-01
Fylker,Troms ,Helt ledige,Menn,902,0.019,2024-02-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Begge kjønn,1007,0.004,2024-02-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Kvinner,442,0.004,2024-02-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Menn,565,0.004,2024-02-01
Fylker,Trøndelag,Delvis ledige,Begge kjønn,1828,0.007,2024-02-01
Fylker,Trøndelag,Delvis ledige,Kvinner,843,0.007,2024-02-01
Fylker,Trøndelag,Delvis ledige,Menn,985,0.007,2024-02-01
Fylker,Trøndelag,Helt ledige,Begge kjønn,4445,0.018,2024-02-01
Fylker,Trøndelag,Helt ledige,Kvinner,1617,0.014,2024-02-01
Fylker,Trøndelag,Helt ledige,Menn,2828,0.021,2024-02-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,649,0.005,2024-02-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,303,0.005,2024-02-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,346,0.005,2024-02-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1366,0.011,2024-02-01
Fylker,Vestfold,Delvis ledige,Kvinner,660,0.011,2024-02-01
Fylker,Vestfold,Delvis ledige,Menn,706,0.011,2024-02-01
Fylker,Vestfold,Helt ledige,Begge kjønn,3419,0.027,2024-02-01
Fylker,Vestfold,Helt ledige,Kvinner,1267,0.021,2024-02-01
Fylker,Vestfold,Helt ledige,Menn,2152,0.032,2024-02-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,1703,0.005,2024-02-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,862,0.005,2024-02-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,841,0.005,2024-02-01
Fylker,Vestland,Delvis ledige,Begge kjønn,2850,0.008,2024-02-01
Fylker,Vestland,Delvis ledige,Kvinner,1354,0.008,2024-02-01
Fylker,Vestland,Delvis ledige,Menn,1496,0.008,2024-02-01
Fylker,Vestland,Helt ledige,Begge kjønn,6602,0.019,2024-02-01
Fylker,Vestland,Helt ledige,Kvinner,2363,0.015,2024-02-01
Fylker,Vestland,Helt ledige,Menn,4239,0.023,2024-02-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,1143,0.008,2024-02-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,589,0.008,2024-02-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,554,0.007,2024-02-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1664,0.011,2024-02-01
Fylker,Østfold,Delvis ledige,Kvinner,815,0.012,2024-02-01
Fylker,Østfold,Delvis ledige,Menn,849,0.011,2024-02-01
Fylker,Østfold,Helt ledige,Begge kjønn,4293,0.028,2024-02-01
Fylker,Østfold,Helt ledige,Kvinner,1644,0.023,2024-02-01
Fylker,Østfold,Helt ledige,Menn,2649,0.033,2024-02-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,14847,0.005,2024-02-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,7718,0.006,2024-02-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,7129,0.004,2024-02-01
Landet,Landet,Delvis ledige,Begge kjønn,24756,0.008,2024-02-01
Landet,Landet,Delvis ledige,Kvinner,11777,0.009,2024-02-01
Landet,Landet,Delvis ledige,Menn,12979,0.008,2024-02-01
Landet,Landet,Helt ledige,Begge kjønn,62506,0.021,2024-02-01
Landet,Landet,Helt ledige,Kvinner,23491,0.017,2024-02-01
Landet,Landet,Helt ledige,Menn,39015,0.024,2024-02-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,71,0.01,2024-02-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,38,0.012,2024-02-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,33,0.009,2024-02-01
Telemark kommuner,Bamble,Delvis ledige,Begge kjønn,77,0.011,2024-02-01
Telemark kommuner,Bamble,Delvis ledige,Kvinner,32,0.01,2024-02-01
Telemark kommuner,Bamble,Delvis ledige,Menn,45,0.012,2024-02-01
Telemark kommuner,Bamble,Helt ledige,Begge kjønn,158,0.023,2024-02-01
Telemark kommuner,Bamble,Helt ledige,Kvinner,65,0.021,2024-02-01
Telemark kommuner,Bamble,Helt ledige,Menn,93,0.025,2024-02-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,12,0.006,2024-02-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,7,0.008,2024-02-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,5,0.005,2024-02-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,16,0.008,2024-02-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,7,0.008,2024-02-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,9,0.009,2024-02-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,33,0.017,2024-02-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,14,0.015,2024-02-01
Telemark kommuner,Drangedal,Helt ledige,Menn,19,0.018,2024-02-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,5,0.008,2024-02-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.01,2024-02-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,0,0.006,2024-02-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,4,0.006,2024-02-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,0,0.0,2024-02-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,4,0.012,2024-02-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,5,0.008,2024-02-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,0,0.007,2024-02-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,0,0.009,2024-02-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.004,2024-02-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2024-02-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.005,2024-02-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,8,0.01,2024-02-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,4,0.011,2024-02-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,4,0.009,2024-02-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,29,0.036,2024-02-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,17,0.045,2024-02-01
