Navn,Org. nr.,Overordnet enhet,Antall ansatte,firfirmaid,Bedriftsstatus,Organisasjonsform,konsernopporgnr,Navn på overliggende enhet,Orgnr til toppenhet,Fylkesnavn,fylkesnavn,kommune_id,Kommunenummer,kommunenavn,Kommunenavn,Intervallkode antall ansatte,Omsetning i hele tusen,Driftsresultat i hele tusen,Dato for etablering,Sektorkode fra SSB,Privat eller offentlig,Nace_1_navn,Nace_5_navn,Nace_5_nr,Y (UTM33),X (UTM33),load_date,Lon,Lat
Steinar Klonteig,978102409,969249049,0.0,14610237,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,1984-02-14,,,"Jordbruk, skogbruk og fiske",Sauehold,01.451,6659343.24,150146.40000000037,2026-08-05 03:37:01,"8,73613857795488","59,922404451708395"
Paula Tyvlod Skoe,978102395,995716836,0.0,14610236,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1984-02-14,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6600577.83,157787.24000000022,2026-08-05 03:37:01,"8,967381580019115","59,4040852276701"
Gonsholt Ole Petter,978102387,969249022,0.0,14610235,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4010,4010,Siljan,SILJAN,0-1,0.0,0.0,1984-02-14,,,"Jordbruk, skogbruk og fiske",Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,01.420,6580224.4399999995,201769.63999999966,2026-08-05 03:37:01,"9,766800799338023","59,2555346455172"
Oddbjørn Carlsen,978102352,969248964,0.0,14610232,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,0.0,0.0,1983-05-09,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6629070.9399999995,115566.01999999955,2026-08-05 03:37:01,"8,177482693956806","59,62176886256121"
Fjeld Runar,978102344,969248948,0.0,14610231,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1983-05-20,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6567212.75,177397.50999999978,2026-08-05 03:37:01,"9,360700519760497","59,12140127481512"
Bjørn Olav Øya,978102336,914169569,0.0,14610230,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4024,4024,Hjartdal,HJARTDAL,0-1,0.0,0.0,1983-02-14,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6641686.43,151087.7999999998,2026-08-05 03:37:01,"8,782452756563723","59,765590049126395"
Svein Olav Lien,978102301,921108346,0.0,14610229,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,0.0,0.0,1983-02-14,,,"Jordbruk, skogbruk og fiske",Geitehold,01.452,6645556.323799999,82652.18780000042,2026-08-05 03:37:01,"7,566200001445002","59,73700000111872"
Thorleif Brokka,978102271,969248816,0.0,14610228,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1983-02-03,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6576321.35,180705.34999999963,2026-08-05 03:37:01,"9,404884190399768","59,20530394597437"
Semb Olav,978086179,969224283,0.0,14609396,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,1984-03-13,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6622094.85,163670.45999999996,2026-08-05 03:37:01,"9,036511556019832","59,60100547182165"
Tor Inge Smylingsås,978086160,835819272,0.0,14609395,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,1984-11-05,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6620085.57,168199.98000000045,2026-08-05 03:37:01,"9,119475332313828","59,586678192012826"
Bøen Jørgen,978086152,969224267,0.0,14609394,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,1984-11-05,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6631570.34,165659.79000000004,2026-08-05 03:37:01,"9,056565067653526","59,68723271428892"
Volline Gard,978086144,918294309,0.0,14609393,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4030,4030,Nissedal,NISSEDAL,0-1,0.0,0.0,1984-11-19,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6576389.4222,128868.33609999996,2026-08-05 03:37:01,"8,50270000064803","59,16380000078036"
Frode Lindset,978086136,898226492,0.0,14609392,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1984-12-10,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6569875.460000001,185904.25999999978,2026-08-05 03:37:01,"9,504779088310801","59,15156264366267"
Mona Marie Poppe,978086128,985652201,0.0,14609391,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1985-01-16,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6594856.32,169553.51999999955,2026-08-05 03:37:01,"9,18232831974396","59,36236689927746"
Leiv Ryen,978086071,969224119,0.0,14609389,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,1985-02-01,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6619447.800000001,171220.83000000007,2026-08-05 03:37:01,"9,173679818453948","59,58336677158143"
Tarjei Førstøyl,978086063,969224100,0.0,14609388,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4034,4034,Tokke,TOKKE,0-1,0.0,0.0,1985-02-01,,,"Jordbruk, skogbruk og fiske",Sauehold,01.451,6620516.300000001,116414.80999999959,2026-08-05 03:37:01,"8,207889048698554","59,54627049745152"
Morten Fjelldalen,978086047,997038088,0.0,14609387,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1985-02-13,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6575033.77,193931.09999999963,2026-08-05 03:37:01,"9,637252946581688","59,20353521657667"
Svalastog Arne,978086012,969224038,0.0,14609385,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1985-03-04,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6598546.0,167854.33000000007,2026-08-05 03:37:01,"9,146897766647523","59,3939938479427"
Skifjell Vetle,978085970,984753993,0.0,14609382,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1985-03-04,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6575258.3100000005,198626.46999999974,2026-08-05 03:37:01,"9,718803634807665","59,208902593929416"
Telnes Jørund,978085962,969223937,0.0,14609381,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4022,4022,Seljord,SELJORD,0-1,0.0,0.0,1985-03-04,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6611098.07,139405.7000000002,2026-08-05 03:37:01,"8,627899849154169","59,48264694499896"
Halvor P Skoe,978085873,969223759,0.0,14609377,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1985-03-29,,,Industri,Saging og høvling av tre,16.110,6602837.66,160382.83000000007,2026-08-05 03:37:01,"9,009270227980261","59,42636852400008"
Pål Follaug,978085857,915119573,0.0,14609376,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1985-03-29,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6571472.82,196956.01999999955,2026-08-05 03:37:01,"9,694940308327991","59,173863891918145"
Yli Svein Johannes,978085849,969223716,0.0,14609375,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,1985-03-29,,,"Jordbruk, skogbruk og fiske",Tjenester tilknyttet planteproduksjon,01.610,6616215.6,172527.5599999996,2026-08-05 03:37:01,"9,201683719074476","59,55551599946335"
Bent Bjørnsen,978085830,987743654,0.0,14609374,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4016,4016,Drangedal,DRANGEDAL,0-1,0.0,0.0,1985-04-30,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6574219.279999999,156507.5700000003,2026-08-05 03:37:01,"8,986778608956133","59,16764948148643"
Ballestad Trond,978085733,969223589,0.0,14609370,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1985-04-15,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6572277.6,194542.8200000003,2026-08-05 03:37:01,"9,651780320062068","59,179332239441024"
Haugen 2Hx,978085717,920323790,0.0,14609368,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1985-04-30,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6601633.23,155135.59999999963,2026-08-05 03:37:01,"8,919246812796871","59,41134712333064"
Sigrid Stråndi Slettemeås,978085555,969223309,0.0,14609365,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4028,4028,Kviteseid,KVITESEID,0-1,0.0,0.0,1988-03-28,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6613278.630000001,126279.11000000034,2026-08-05 03:37:01,"8,393880249200757","59,49062595852577"
Kai Gunnar Snøås,978085547,917793743,0.0,14609364,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,1988-03-28,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6536753.6229,177568.25299999956,2026-08-05 03:37:01,"9,408099999711158","58,84930000126699"
Gunnar Tveito,978085539,969223252,0.0,14609363,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,1988-03-28,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6666337.369999999,156577.13999999966,2026-08-05 03:37:01,"8,838871793339782","59,990247289842465"
Hans Torkild Flåterud,978085520,969223201,0.0,14609362,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1988-03-11,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6610465.65,177229.38999999966,2026-08-05 03:37:01,"9,29317079959832","59,507789750460084"
Eirik Lindsholm,978074332,916837461,0.0,14608765,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4030,4030,Nissedal,NISSEDAL,0-1,0.0,0.0,1985-10-08,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6551139.91,127437.63999999966,2026-08-05 03:37:01,"8,520575269599918","58,93725275786033"
Gjelstad Torgeir,978072968,969203677,0.0,14608692,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,1988-03-02,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6671858.869999999,156623.2999999998,2026-08-05 03:37:01,"8,83048231166382","60,03957785400092"
Aas Erik,978072844,969203510,0.0,14608690,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1987-02-10,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6581255.630000001,190239.75999999978,2026-08-05 03:37:01,"9,564042945959022","59,25648135714766"
Geir Martin Andersen/Lie-Hvalen Gård,978072801,969203456,1.0,14608689,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1987-01-27,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6570179.619999999,187825.61000000034,2026-08-05 03:37:01,"9,53778193187823","59,155696015034316"
Kallåk Martin,978072771,969203405,0.0,14608687,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,0.0,0.0,1987-01-20,,,"Jordbruk, skogbruk og fiske",Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,01.420,6623243.4,103106.55999999959,2026-08-05 03:37:01,"7,969175282894988","59,558183824633204"
Solberg Erling K,978072747,969203367,0.0,14608685,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4024,4024,Hjartdal,HJARTDAL,0-1,0.0,0.0,1986-12-18,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6638799.24,154610.7000000002,2026-08-05 03:37:01,"8,849564399160327","59,742758976648574"
Storli Dyrepensjonat,978072720,969203340,0.0,14608684,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1986-12-15,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6591534.48,169716.1799999997,2026-08-05 03:37:01,"9,190263517288807","59,33281703006618"
Moen Knut Johannes,978072712,969203316,0.0,14608683,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4028,4028,Kviteseid,KVITESEID,0-1,0.0,0.0,1986-12-08,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6603203.57,130946.96999999974,2026-08-05 03:37:01,"8,49313146492461","59,404865431479934"
Flatland Ottar,978072674,969203243,0.0,14608680,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4022,4022,Seljord,SELJORD,0-1,0.0,0.0,1986-11-20,,,"Jordbruk, skogbruk og fiske",Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,01.420,6620219.4399999995,137377.9299999997,2026-08-05 03:37:01,"8,576802187366358","59,5622971331976"
Geir Olav Vistad,978067700,922544352,0.0,14608432,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4034,4034,Tokke,TOKKE,0-1,0.0,0.0,1986-01-31,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6610748.380000001,101528.04999999981,2026-08-05 03:37:01,"7,964787913185651","59,445328347933184"
Ottar Gjærum,978067646,969195240,0.0,14608430,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1986-03-06,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6576058.74,180727.0700000003,2026-08-05 03:37:01,"9,405647757769286","59,20297318751239"
Haukås Ole Per,978067611,969195194,0.0,14608429,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,1986-03-06,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6670646.15,157048.24000000022,2026-08-05 03:37:01,"8,840089367780426","60,02910655250784"
Hans Erik Aasen,978067557,969195054,0.0,14608427,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,0.0,0.0,1986-10-08,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6640812.140000001,106667.86000000034,2026-08-05 03:37:01,"7,999023334523865","59,7181355177938"
Gården På Lia Lien,978067549,920229824,0.0,14608426,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1986-10-08,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6570226.09,186853.7000000002,2026-08-05 03:37:01,"9,520799346035801","59,15539700853592"
Bakkemoen Leif Tore,978067476,969194937,0.0,14608423,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1986-08-19,,,"Jordbruk, skogbruk og fiske","Dyrking av grønnsaker, meloner, rot- og knollvekster",01.130,6598527.970000001,168532.6799999997,2026-08-05 03:37:01,"9,158807414513861","59,39436691343843"
Elin Gjerstad Aslaksen,978067468,916549008,0.0,14608422,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,0.0,0.0,1986-08-05,,,"Jordbruk, skogbruk og fiske",Dyrking av ettårige vekster ellers,01.190,6560324.65,190642.21999999974,2026-08-05 03:37:01,"9,600724704265923","59,06964543779225"
Skyer Ewald,978067441,970314172,0.0,14608421,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1986-07-03,,,"Jordbruk, skogbruk og fiske",Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,01.420,6575086.98,197038.9299999997,2026-08-05 03:37:01,"9,691360339814528","59,206240386062035"
Aasne Vinjerui Hamre,978067425,925754943,0.0,14608419,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,0.0,0.0,1986-06-20,,,"Jordbruk, skogbruk og fiske",Sauehold,01.451,6634141.789999999,94693.15000000037,2026-08-05 03:37:01,"7,800640766111445","59,647223774962086"
Per Heldal,978067379,983845991,1.0,14608418,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4016,4016,Drangedal,DRANGEDAL,0-1,0.0,0.0,1986-04-29,,,"Jordbruk, skogbruk og fiske",Sauehold,01.451,6550781.390000001,164051.91000000015,2026-08-05 03:37:01,"9,153860744029659","58,964294631924794"
Hedda Kleppen,978067352,928084760,0.0,14608417,3,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4024,4024,Hjartdal,HJARTDAL,0-1,0.0,0.0,1986-04-29,,,"Jordbruk, skogbruk og fiske",Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,01.420,6624264.34,158343.75,2026-08-05 03:37:01,"8,939171693066003","59,616058293221094"
Hauge Jon Olav,978067301,969194651,0.0,14608413,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,0.0,0.0,1986-04-17,,,"Jordbruk, skogbruk og fiske",Geitehold,01.452,6647990.85,93782.46999999974,2026-08-05 03:37:01,"7,757871601827438","59,76970944884384"
Espedalen Arnfinn,978067298,969194643,0.0,14608412,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,0.0,0.0,1986-04-16,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6601125.33,160471.21999999974,2026-08-05 03:37:01,"9,013529156969343","59,411146940457144"
Grønnerød Øystein,978067190,969194414,0.0,14608408,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1986-04-07,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6575294.33,194875.3799999999,2026-08-05 03:37:01,"9,65334932088388","59,20654470742212"
Jan Erik Søhol,978056032,923527893,0.0,14607911,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,1991-03-26,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6609625.369999999,179131.20999999996,2026-08-05 03:37:01,"9,327868816052343","59,501740158029456"
Kveim Per,978055990,969176262,0.0,14607909,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4030,4030,Nissedal,NISSEDAL,0-1,0.0,0.0,1991-03-05,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6557826.720000001,131739.09999999963,2026-08-05 03:37:01,"8,583714863621221","59,00064217155331"
Arne Helge Gurholt,978055907,969176130,0.0,14607908,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4010,4010,Siljan,SILJAN,0-1,0.0,0.0,1991-02-19,,,"Jordbruk, skogbruk og fiske","Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster",01.110,6583555.49,200078.29000000004,2026-08-05 03:37:01,"9,732657137642628","59,284128102325646"
Jonassen Svein,978055877,969176092,0.0,14607905,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,1991-02-07,,,"Jordbruk, skogbruk og fiske",Melkeproduksjon på storfe og oppdrett av melkekyr,01.410,6563182.789999999,194373.84999999963,2026-08-05 03:37:01,"9,661545761469915","59,09789051237763"
Tinnes Tron Olav,978055788,969175975,0.0,14607902,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,1991-01-22,,,"Jordbruk, skogbruk og fiske",Avvirkning,02.200,6577377.4,193925.54000000004,2026-08-05 03:37:01,"9,633859193846476","59,2244855949003"
Byberg Odd Arne,978055710,969175908,0.0,14607900,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4022,4022,Seljord,SELJORD,0-1,0.0,0.0,1991-01-22,,,Forretningsmessig tjenesteyting,Annen rengjøringsvirksomhet og snømåking,81.230,6621321.16,136674.9299999997,2026-08-05 03:37:01,"8,562556348388467","59,571518557605835"
