Organisasjonsnummer,Navn,Nivå enhetsregisteret,Antall ansatte
835136132,Georgina kuti alternativ kroppspleie,1,
892448442,Mpt camilla gulbrandsen,1,
912352897,Foreningen for thai massasje i Norge,1,
913875869,Sol og eiendom AS,1,
914203015,Solar massasje,1,
914877458,Suthida samanya norin,1,
915263585,Forever glede linda a kverndalen,1,
915635237,With love by moen AS,1,
915652514,Karma thai massasje & spa AS,1,
917300828,Mitt lille spa mona johnsen,1,
917462100,Naree thaimassasje nareerat saengsoda hagen,1,
918274502,Grenland thaimassasje AS,1,
918808434,Lash life AS,1,
919597755,Siengsanan thayada,1,
919988894,Thai wellness heistad sukanya thueanmulsaen,1,
920185452,Kirkerud klinikken,1,
920270972,Grenland hudklinikk - kosmetisk sykepleier tiril skonseng høiås,1,
920401546,Aroma therapy phomsuvan,1,
920666043,Kpc AS,1,
921504187,Sørum,1,
921967063,"Massasjeklinikken rjukan, emma grind",1,
922256764,Bua saikrasun massasje,1,
923175172,Vish massasje viktoriia shapovalova,1,
923879560,Kanokkaew thai massage and spa kanokkaew chamnanphrai rusten,1,
924708719,Helhjerta AS,1,
925417793,With love by bi - thorsberg sucheera,1,
925873152,Plasztan-kopcsa massasje&sminke,1,
926163361,Bunmee thaimassasje kaewto kanokkorn,1,
926297376,Lucky thai massage riya,1,
926378147,Øien massasje,1,
927116928,Mei & moy AS,1,
928145840,Jarle svendsen,1,
929221516,Annikens fotklinikk - anniken gustavson johnsen,1,
929925904,Mamma og minsten- doula line halvorsen,1,
930051411,Nok skjelsvik thaimassasje,1,
930537993,Dn tjenester as.,1,
931113194,Ida haug,1,
931180908,Råmunddal retreat,1,
931657879,Almankaas velvære,1,
932819864,Pinsedag thiabsaeng,1,
933306550,P&p sivertsen thaimassasje,1,
933458679,Vynnyk lumiskin studio,1,
934316576,Vel AS,1,
934875605,Soulivia hill reverda,1,
934875672,Beautycenter komissarova,1,
934897005,Saol AS,1,
934991397,Massasje by svitlana piddubna,1,
935032687,Yupa boonsin AS,1,
935180244,Lotus massasje Skien klainauskiene,1,
935478243,Strå hudklinikk AS,1,
936061265,Johan granqvists velvære,1,
936062385,Evelyn sand massasje,1,
936102662,Varmealkimysten sander b johansen,1,
943461430,Kroken solstudio ans,1,
974454807,Røter klara gunhild listog,1,
981396146,Velværeleverandøren jarle moland,1,
983552102,Tveitan sol og eiendom,1,
991654410,Kei's thai massasje v/bunsom srilamai,1,
992148926,Stathelle solsenter eirin helen glad,1,
992451297,Ågot iversen,1,
992580852,Massør ruth nymoen,1,
992653361,Hud og fot AS,1,
992901926,Jahnik spa da,1,
993641057,Nina sønstebø,1,
996301753,Himmelblå spa & hudpleie v/høye svendsen,1,
996568741,Aina soli spaterapeut,1,
999552684,Avalon spa & helse AS,1,
817429602,T. jansen AS,1,
915288901,Øvre Telemark begravelsesbyrå AS,1,
917595224,Kjell skarpodde - konsulent-tjenester,1,
917993068,"Jansen, thom AS",1,
919619821,Byglands begravelsesbyråer AS,1,
920403174,Klaras-gravstedstjenester klara hansen,1,
922985642,Porsgrunn begravelsesbyrå frid alfsen,1,
923627278,Grenland begravelsesbyrå jan kateraas alfsen,1,
924544996,Vestfold og Telemark begravelsesbyrå stian th brekke,1,
925123005,Kongsgaard begravelsesbyrå AS,1,
926515128,Kiøsterud begravelsesbyrå AS,1,
929824180,Andersen gravpleie,1,
929826051,Andersens AS,1,
932683652,Alfsen invest AS,1,
933784487,Kiøsterud begravelsesbyrå arne brekka,1,
955917871,Bamble begravelsesbyrå arne brekka,1,
981951484,Torgeir kovajord,1,
985286612,Leif olav olsen begravelsesbyrå ans,1,
991313567,Aspheims AS,1,
994698796,Bamble begravelsesbyrå finmark,1,
998602432,Rjukan begravelsesbyrå AS,1,
870376162,Inger bjorheim,1,
992463694,Bakerød grafisk,1,
812597612,Solvik hundegård,1,
815539702,Karl jacob solheim rådgivning,1,
817357962,Knut r.horsts bistandsvirksomhet,1,
817487092,Cathrine meen frønes - vildekraft,1,
822253512,Dale catering,1,
822380182,Adham hundeskole adham nabil abed albaki,1,
825449922,Veggedyrspesialisten heum,1,
826066652,Anne helene nilsen,1,
829418002,Aur tattoo studio hansen,1,
830717102,Grønlund consult,1,
830913882,Nilsen veiledning,1,
832443662,Melissa andersen tattoo,1,
835868052,Ragnar birkely,1,
874457892,Nils arne folkestad,1,
896822012,Nye løft kristi marie tveit,1,
911875535,Karbohydrater - stivelse- mat med redusert karbohydrater seyed akbar mousavi,1,
913001451,Bodyart geir nordbø abrahamsen,1,
913171292,Lady e. valar art and tattoo,1,
913181255,Kåre bjørn kittilsen,1,
913368304,Green eye tattoo butkus,1,
913461266,Pål eilertsen sport and media,1,
913674197,Talmo tattoo,1,
913715799,Roger beck AS,1,
914234840,Tollehaugen service,1,
914617405,Jan henrik henriksen,1,
915417078,Servom AS,1,
915503241,Flittig kunst og foto,1,
916491468,Enger's hundeklipp,1,
916578571,Petter hovet,1,
916730721,Vestavinden AS,1,
916874324,Unni marker adferdsøkonomi,1,
917274460,Pote hundesalong AS,1,
917509018,Mariann eikelia,1,
917519366,Olena servoll,1,
917712697,Kim ann boyles,1,
917958378,Vj skogen consult,1,
918120009,Anne kirsten sætre,1,
918733302,Verge liz wolf,1,
918784357,Vn-tattoo v/vilislav angelov nalbantov,1,
919349441,Kristine bakken,1,
919482672,Aakre framdrift,1,
919505400,Ida eltvik palette,1,
919931345,Hundefrisøren fagerheim,1,
920052290,Blekkmo ole kristian formo,1,
920207162,Blackbird design og event henriette bårdstu,1,
920803636,Studio leonora alija,1,
921212399,Sanna reid,1,
921303106,Nick reid,1,
921337256,Hundeinstruktør camilla bure karlsen,1,
921639163,Hannah selmer,1,
922207240,Sjøsåsens fysio og rehabiliterings terapi for dyr,1,
922260427,Ops hunderehab AS,1,
922729387,Flatland hage,1,
923003932,Gunhild grav - himmel og hav,1,
923216243,Healer bjarne anstein ingebretsen,1,
923553525,Ryddetjenesten lene fuglset,1,
923801529,Willian villalba ghost art tattoo willian diosnel villalba arias,1,
923805915,Vm tattoo siv monica mikalsen,1,
923884513,Hugos restaurantservice AS,1,
923957618,Verge renate sande,1,
924017260,Sommerfuglen hajo.veiledning og klage gro haugerud johansen,1,
924311029,Kalbekdalen underholdning og utleie,1,
924357096,Glebova dyrehuset stell og klipp,1,
924418559,Arnt helge kaasa,1,
924466502,Even kristoffersen,1,
924466863,Rydd deg fri AS,1,
924467509,Hovden verge AS,1,
924506237,Mariette riis bergene,1,
924546557,Laug småbruk vibeke de lafuente,1,
924620749,Instruktør thea smidt slettebøe,1,
924742666,Quizzen siren johanne johnsen,1,
925004510,Oppdag deg cecilie kastet dahle,1,
925137081,Isaksen-service,1,
925420832,Anne tangerås,1,
925441961,Rikke benedicte schaathun,1,
925562459,Hansen lysa,1,
925600733,Karlsen varer&tjenester,1,
925731978,Fredløs berget bodyart,1,
925772623,Berg transport & service,1,
925834262,Pettersen skytesupport,1,
925951722,Vår hjelpende hånd sentin,1,
926003860,Jensen tattoos,1,
926314467,Gunnar orskaug,1,
926447300,Hjem til deg ziaukaite,1,
926543520,Gøyes hundeklippotek AS,1,
926630857,Charlotte mathisen service,1,
926731254,Britt elin myrene,1,
927087316,Metalink enk bakkeid,1,
927117517,Hundetrener camilla abbedissen,1,
927288893,Hundetrening haukjem,1,
927442930,Daniel borgeraas tattoo,1,
927486555,Vindvad gade holm,1,
927567512,Frantzen hyttetransport skafsåheia,1,
927645807,Sans og snute - fossland,1,
927660180,Grunde johnsen,1,
928130622,Dovi jeruseviciene mat,1,
928649458,Richards bilkjøring og transport,1,
928673073,M&m design teie,1,
928742695,Maciej gasior clinic-art,1,
928809463,Brittaine terapeutisk veiledning og kunst,1,
928927733,Noseworkers lillian sundseth,1,
929338065,Skretteberg active,1,
929360869,Villanelle AS,1,
929409485,Hundefrisor lucky de gongora santana,1,
929433890,Hundefrisøren stensholt,1,
929491262,Think ink gusfre,1,
929555791,Solkongen olsen bartjenester,1,
929618378,Hundefrisør fagerheim napping,1,
930068160,H. høybø snøscooter transport & tjenester,1,
930108405,Sjel til sjel - marianne jenssen skifjeld,1,
930161977,Engravslia tjenester,1,
930168262,Abayumbe group rugazura,1,
930211192,Helgen hundeskole AS,1,
930485616,Erika magony,1,
930486787,Bertalan lörincz,1,
930531081,Nuno fernandes da silva,1,
930693502,Vt forvaltning pål buer,1,
930734101,H.t. waag,1,
931064819,Omdb art miller,1,
931082477,Shoko,1,
931148672,Lykkepote otterstad hundesalong,1,
931157256,Omsorgen c. lundsholt,1,
931568132,Silkepote hundefrisør rikke kvernberg,1,
931595741,Kambens tjenesteyting,1,
931676334,Jessica susan tangen,1,
931676563,Andersson-straume veiledning og livsmestring,1,
931738453,Tattoo grande,1,
932233355,Solum bodyart av/ andresen,1,
932355965,Gjerset solutions,1,
932367947,Renate steen-johansen,1,
932472910,Volkan böler tattoos,1,
932510200,Frilanser al-kelabi,1,
932540908,Afif alahmad,1,
932713241,Jacobsen på nye eventyr,1,
933016250,Nexgen wallinga,1,
933224155,Aktmodell haugan,1,
933292738,Lifewave life alignment toril nykos ringhus,1,
933356612,Kennel solstad,1,
933503917,Wiklinska beauty,1,
933542386,Spange slettemo konsult,1,
933778711,Hundeveileder jurs,1,
933859568,Karlsens atv tjenester,1,
933930254,Campora tattoo,1,
933997596,Np hovemoen,1,
934026357,Hundetrener weber melum,1,
934273885,Leegaard søknader,1,
934277295,Biopat catrine mehlum,1,
934302397,Kristian verstod,1,
934654897,Goddess jeremiassen,1,
934668146,Oddvar kvålo,1,
934893492,Favn - stine warren,1,
935016681,Stubberød samtaleterapi & formidling,1,
935129877,Astrologer ashman,1,
935143802,Martin kaspersen maskintjenester,1,
935184045,Hansen ulvenatten hund og hundetjenester,1,
935252741,Matthew warren,1,
935345138,Afanasieva -veiledning og dialog,1,
935414199,Soulmama eklund,1,
935415063,Bodyart milo elise håkonsen klevjer,1,
935516110,Vibrant naturally fabienne alsing,1,
935539641,Le petit club henry,1,
935632307,Pelsklar AS,1,
935643104,Habile nation sørensen,1,
935840899,Eriksrød hjelpende hender,1,
935936705,Coach strand,1,
935984432,Bettan's hundeparadis bleuel,1,
935996651,Viskjer multiservice,1,
936142508,Rexten hundeskole,1,
936235484,Hovden service,1,
936438768,Klangwerk AS,1,
953927896,Erik svendsen,1,
964112894,Vigeland consulting roy opseth,1,
977024072,Tidno tor ivan dubowski,1,
977356687,Konsulent haugen,1,
981885430,Nanbudo instituttet,1,
981926404,Emf jan ivar olsen,1,
982528593,Myrene maskin og service,1,
984158238,Tro håp og kjærlighet helene rygh,1,
984169027,Emperial tattoo studio mosaker,1,
984733828,Hanne tangenes,1,
986765050,Single4you da,1,
987426977,Sindre flø,1,
987653299,Wills massasjeterapi will smith,1,
987985267,Lizbeth - i z u lisbet h nielsen,1,
989333526,Athene inspiration line athene birkely,1,
989373188,Cecilie støen,1,
990447446,Elsbeth kegge fokuscoaching Drangedal,1,
991085890,Isso tattoo/design anders trondsen,1,
991574654,Elisabeth mølbach,1,
992388706,Kittil haugens hundeskole,1,
992686251,"City star,tattoo tony nordfjellmark",1,
993862223,Gnisten hundeskole byrkjeland,1,
993926906,Kåsene gunhild-juliane,1,
994257668,Hildur strømhaug,1,
994426052,Telemark rådgiving v/henry bråthen,1,
995042665,Chomsri massasje suparporn chomsri,1,
995253569,Kommunal rekruttering. rådgiver jan sebjørnsen storstein,1,
995641038,Ingrid rosemarie hamberg,1,
996013227,Bar og vaktservice v/mona Siljan,1,
996106292,Idrettsfysiolog pia robertsen,1,
996452034,Am lyk-z co-active coaching anne marit omdal lykseth,1,
997109473,Atomiccircus da,1,
997581881,Grenland hypnoterapi v/ole magnus teigen,1,
997614488,Romtveitskare hytteservice gry romtveit,1,
997898907,Mina amunda ristad strømmen,1,
997912780,Solveig markussens hundekurs,1,
997990404,Andreas nordmo,1,
998447771,Arne øystein rambekk,1,
812469142,Borgeparken ii borettslag,1,
816072522,Brovik borettslag,1,
816756812,Vestre kjellemo borettslag,1,
816908442,Slottsbruenga borettslag,1,
817802192,Slottsbruhagen borettslag,1,
818646402,Bjørnstadløkka borettslag,1,
818772912,Strømdalshagen borettslag,1,
821015502,Gabler borettslag,1,
821333032,Heistad brygge borettslag,1,
822969542,Pors hageby borettslag,1,
823370342,Borgeskogen terrasse borettslag,1,
824501572,Boligsameiet pilerødtunet,1,
825714332,Bratsberg terrasse borettslag,1,
825785302,Meldalshagen borettslag,1,
825857702,Tyrivegen hage borettslag,1,
826899832,Liane borettslag,1,
827150592,Boligsameiet haugenjordet,1,
827263672,Blåbærsvingen borettslag,1,
827657972,Eierseksjonssameiet bjørkeløkka,1,
828083872,Tingsrettslig sameie i snr 2 i eierseksjonssameiet solsiden terrasse Bamble,1,
828084232,Skoebekken vatningslag sameige,1,
828144472,Rognlia ii borettslag,1,
828427792,Langårdvegen 76,1,
828828762,Høgvoll sameie,1,
829001632,Sameiet jærveien 33,1,
829073722,Hørtevegen 1 burettslag,1,
829115042,Ekeli terrasse borettslag,1,
829373432,Glittum vestre va anlegg sameie,1,
829540282,Gamle bjørntvedtveg 69,1,
829638282,Chr. h. blomsgate 17 borettslag,1,
830011552,Vannfronten park borettslag,1,
830563792,Sameie villa parr castalla,1,
830656472,Martha cochs tun borettslag,1,
830841962,Sameiet gamlestøyl 30,1,
830957952,Langesævegen sameige,1,
832285412,Eikelyhagen borettslag,1,
832461482,Brevik terrasse borettslag,1,
832535532,Sameiet pråmberget veglag,1,
832697702,Sameiet rødmyrjordet 13,1,
833526022,Eierseksjonssameie nedre hjellegate 15,1,
834863782,Sameiet lindemanstunet,1,
835715612,Sameiet ringveien 9a - 9d,1,
835920712,St. joseph i borettslag,1,
836454952,Sameiet solumgata 38 a-p,1,
836456912,Sameiet sjådamveien 55,1,
836534352,Kongshavnsåsen 13,1,
842248442,Vestlia borettslag,1,
846514562,Kapitelberget borettslag,1,
846982272,Røys borettslag,1,
847367962,Knausen borettslag,1,
847370092,Gimsøy i borettslag,1,
847371242,Bølehøgda ii borettslag,1,
847473312,Jønholtdalen iv borettslag,1,
848496812,Skogmo 10-17 borettslag,1,
848519472,Gråtenmoen hageby ii borettslag,1,
848520292,Hauen i borettslag,1,
848525162,Klyve vi borettslag,1,
848833452,Skavrakåsen borettslag,1,
850802912,Blåveisdalen i borettslag,1,
850900272,Stridsklevlia borettslag,1,
851067752,Blåveisdalen ii borettslag,1,
851433562,Plassen borettslag,1,
852977752,Lundejordet vii borettslag,1,
853616672,Nordre kalstad borettslag,1,
853789062,Rafneskåsa borettslag,1,
855448912,Nedre krosso borettslag,1,
866731322,Bøenstunet borettslag,1,
875787152,Sameiet borgås terrasse,1,
880561782,Tjønnstad borettslag,1,
880732692,Falkåsen borettslag for eldre,1,
880893572,Storgata borettslag,1,
882739112,Toreskås borettslag,1,
886245262,Brannstasjonen borettslag,1,
887322082,Vestsiden hageby ii borettslag,1,
888043292,Sameiet lundetangen,1,
888078622,Vestsiden hageby iv borettslag,1,
888115552,Vestsiden hageby iii borettslag,1,
888486542,Tostruphagen borettslag,1,
890289002,Bjerkelund terrasse borettslag,1,
890713092,Helmersmoen borettslag,1,
890872212,Holt borettslag,1,
891704062,Grenaderhaven borettslag,1,
892319022,Elvegaten borettslag,1,
893139982,Elvebredden 1 borettslag,1,
894519142,Nordraaksgate borettslag,1,
894868082,Sameiet bjørntvedttun,1,
897649292,Borgestadholmen iii borettslag,1,
911568373,Sameie austadlia,1,
911583402,Bratsberglia borettslag,1,
911583437,Lietoppen borettslag,1,
911921375,Sameiet risingjordet 16,1,
912021734,Klosterhagen i borettslag,1,
912395111,Borgelunden ii borettslag,1,
912485552,Storgata 84 Notodden borettslag,1,
912550079,Sameiet nedre kongerød 11-13,1,
912736229,Hovenga allé 1 borettslag,1,
912823121,Porselen brygge borettslag,1,
912837068,Doktor munks park 1 borettslag,1,
913152573,Numme iii borettslag,1,
913174518,Fløtningen park i borettslag,1,
913245121,Sameiet bratsbergtunet,1,
913477103,Sameiet fortuna,1,
913633792,Stadionsvingen 1 borettslag,1,
913644484,Sameiet stockmann,1,
913794702,Sameiet klosterøya vest garasjer,1,
913794745,Sameiet klosterøya vest fjernvarmesentral,1,
914330637,Schweigaards plass 1 borettslag,1,
914401453,Saltbrygga 1 borettslag,1,
914405963,Klosterhagen ii borettslag,1,
914581435,Rallarparken borettslag,1,
914728282,Toppen sameige - fristad,1,
914730473,Sameiet fjøset garasjelag,1,
914852455,Petersborgvegen realsameie,1,
914968933,Norrøna brygge i borettslag,1,
914969018,Norrøna brygge ii borettslag,1,
915287670,Grivitunet borettslag,1,
915331084,Garasjesameiet skiensgate 15b,1,
915335659,Schweigaards plass 2 borettslag,1,
915785409,Brevikåsen borettslag,1,
915925464,Elveparken brygge i borettslag,1,
915947425,Nabo-laget borettslag,1,
916054092,Helland terrasse borettslag,1,
916125038,Gymnasbakken i borettslag,1,
916355254,Jønholtdalen fyringsanlegg,1,
916997418,Furustadvegen borettslag,1,
917111987,Sameiet geiteryggen motorsenter,1,
917151482,Gamleveg bø burettslag,1,
917463905,Eierseksjonssameiet kverndalsgata 7,1,
917471932,Elveparken brygge utomhus,1,
917471967,Elveparken brygge garasjeanlegg,1,
917605432,Elveparken brygge ii borettslag,1,
917720495,Kjærlighets-stien borettslag,1,
917732434,Klosterhagen iii borettslag,1,
917750769,Fosli borettslag,1,
917751072,Solness borettslag,1,
917901929,Skriugata 15 boligsameie,1,
917969000,Sameiet risingjordet/ kvernbekkveien,1,
918021639,Doktor munks park ii borettslag,1,
918032975,Kabelhuset borettslag,1,
918046380,Skogenkvartalet borettslag,1,
918066926,Strandtun sameie,1,
918355960,Sameiet måna elveeigarlag,1,
918533877,Sameiet veglaget seterdalsvegen,1,
918609032,Holbergsgate borettslag,1,
918703136,Gymnasbakken ii borettslag,1,
918841644,Bliksekilen i borettslag,1,
918884025,Røråsen panorama borettslag,1,
918909370,Amundahagen borettslag,1,
918977163,Løvsjøtoppen borettslag,1,
918977198,Korvetten brevik borettslag,1,
918989463,Reindalsvegen,1,
919535474,Hovengabakken borettslag,1,
919719303,Huken 4 borettslag,1,
919902248,Bliksekilen ii borettslag,1,
919922540,Bjørnstadenga borettslag,1,
919986514,Schweigaards plass 3 borettslag,1,
920058272,Fløtningen park ii borettslag,1,
920590691,Lagunen i borettslag,1,
920591485,Elveparken brygge iii borettslag,1,
920910947,Elvegata Porsgrunn borettslag,1,
920949339,Jøransberg borettslag,1,
920965547,Skomværkvartalet borettslag,1,
921015836,Løvborg borettslag,1,
921018509,Haukom-lier veglag,1,
921281013,Furuset borettslag,1,
921328060,Vesta-lia borettslag,1,
921338732,Doktor munks park iii borettslag,1,
921338767,Nordbøåsen borettslag,1,
921432151,Bandak veglag,1,
921531842,Buerhaven iii borettslag,1,
921560818,Sukkertoppen borettslag,1,
921565534,Prestegårdsgate borettslag,1,
921565593,Øya i borettslag,1,
921666330,Mælahagen borettslag,1,
921673167,Fredbovegen borettslag,1,
921705743,Mælagata borettslag,1,
921772890,Grasmyrveien 7 borettslag,1,
921995229,Bjørnstadenga ii borettslag,1,
922064687,Blåbærvegen borettslag,1,
922246262,Limihagen terrasse borettslag,1,
922246572,Adjunkt arentz gate vest borettslag,1,
922324875,Langgata 20 borettslag,1,
922353069,Frednesbakken borettslag,1,
922365660,Venstøpbakken borettslag,1,
